question_id,clusters
9d8dbe898262285f6f8c6ce91d4e3ed4,11
4004ec2aa27697e7b7ed485832df7f7d,11
d8a274ec468ed6cfc3cf6ccb29b6ffd3,16
1ec75d92a65c1d98d50ada9e93fc3414,11
c9a3149d0d5c7787ff7c183b00f6b1d9,19
e0ac50bb307a7c8ac833a83c25aa8b1b,11
972682fb657a7049aa1f6d417f1a4f7b,16
fabe5d3ab9702b1116d13f90980377a9,11
62b7f58f6334aba3f79014d90a37a302,11
6801d04136ed1db29717f14c6bbc2761,12
70561a353544b7ff18e781ef40355a69,5
11b4ea75ebfeae082bbb293fe6bfbe3a,11
416a24267cfde07c26fd248da1999443,11
9188d01932f88d52a0097b096283f492,4
99577010c7d46618949a76e93bf93d81,5
082703f60e70e7ecf58778a17239b1c6,5
c1c6dee305e894ebc47c699be4fc839c,15
db19a40e4d4289ad071465dfe40191ca,6
fc9aa8bf67ce972adbcae1df940501ba,11
0f40d17451c73ee74c7ef5386b064874,11
e235c048e97c21efd6e39f4fcf233937,19
a28cbde2bc35cd3a508d5bfb1bfebe4b,15
9d2277d67342d9107b11e7d6db23123e,5
a49bfd468b9fad0c59903bd93abf4338,11
552a4340852f88c09a7804bf8f2261ed,6
7be10ac42ba28871e1926118e5cd7432,6
1ba7934f885d2bc1c131a3f3e1e54b94,6
4f68149ef384eeb85404beb755c9c02f,11
eeb6a586d02d74a6e81a4dca3f3b760f,14
990484a4ba1e1aec83ee66feab648ca6,5
ed9a79c06449e01abab4b544e8335480,12
37fa2891728840d13fbc9650120b16e5,6
5c52f8fd47cb9cc3ae13e487f122ba14,11
f545e37fa7be91039552f01ced913852,11
299d4b78b1b02f443890f1c636098405,17
40c663c458e43b4f3f31eff4dc1c8ebb,11
1ebd610108f7d0d4c55b74f2b7de6157,11
10a44cb87a317e8fb4fc853e0a152744,11
085a1b7d3046cbabd021bee96a786c7a,11
cc39c56d4b38fff4a34721670611a1b3,10
fee0ee40186fda3c5c1be0edb4c508c9,11
a22f54908de48f3535154e247d60123e,6
7b45345ea9529ac82150ebcde5a8bf12,6
9c0bdb8c1726372c47e80486ac6b2dbe,6
5cca5c206995a414e3c6353e978a2b20,1
9fbe84c4826d3374d9a85ed52be8f870,11
1a36a5df6763b7a061620dd6666e78a9,5
53cf4803a5628259b6ca756d28bdd2ff,14
374c18015c83b85b4b1116ce39d05395,12
3e43580ce57d1d725a798dc98ce37490,9
999b20482d0c7b09786b9dfde5ee034d,12
f4d37779c3a0fd879516a963bbae5659,11
5c1ff6cfbcc8a8f47530faa889721853,11
4783e0b02a8d6ca3bd9f9caac7697b9b,6
16ab8c805108585184c25940fea0c8e4,19
f0be392a964309746e614c512d91461c,0
98e6d22381d2bc297a797a32b0138eb7,11
67d349c4afa64c2704196a84e3e7560f,11
9855696fc3a6f487c270115da0e04833,16
559378a02a475c60bf2ecf456b7fdbcb,11
e0f9b6679039b239cf621fbe8efc5190,19
77edf16bd68d51c88db45852ebbdc4e4,17
d9b21b020c31c1cd41d6704ab427e013,19
fc0f1cf754b64d0120ab17766206a84e,8
5f35164aa9466b662460a47a494abe9d,4
0dc778fff7b5b68bc8ed2966dccd54d3,6
16e4d55892e2d16d0ed1fb8dd221a9f6,6
76d55df1dbc55209622495a9845adbad,11
e82f0636d23d3825a228f31d97ebb242,4
d6f5f9119a8968add0fcf89891bcdc3e,11
0a97b465307b754a7b9376867121828e,11
914562a3c99b6990a2123539ae2b35f4,3
1e28b7e416dbeff43314d5decf9e9f14,19
41b700ca858874b908989795eb1b10cd,11
606140e5181e4a2a8cce41b034b314fd,16
cb273f63e8808a0a29c7279e15b3af46,5
f50f860c27d70261250f96720917c5c0,11
62bba718ae46240568381750d9251aff,11
6dde83b26494f236957b532f692f9960,11
66d08a7170e7e6da86f02ed221e3d48e,6
2735840b3d2d125d851dc96786a27c12,19
624add4fbd780fb9e61cbe509d23b954,11
053748596de75c00b6a0da4cf0498e34,9
9033e6cecd77b65a97b2ca824afecd4f,13
6222f411dc56ca694155374bb1399976,19
c573b2602c04f78471372d00c958e322,11
f4b30af75a5db18b6896e8f691673f46,19
79f6567738dd47073899aca46b5a8675,9
83c0d618d5ef434205de06b986a6b24e,9
e888f91bd5d4710599cf217ee69dbdd6,1
ba2f9fe7dd3fc150b99419bb3f5012c6,1
0aad34bc41e9d4332a2eb0b2b3ac5d9b,11
0653a9c6afe12f3802352a74e73b9789,16
e82d743cb58878231f3a9125a7982928,16
392bf0252ef23428f978b1a21b3713d2,11
dbfbc9d0bc0d5f95211d3a4bb8a68f4d,6
f615fcc9287d6ab77c7564ed70c3bd70,6
f0cf7c7786037caca9fcfd8b8ae35066,13
5cb69108259dd5652567a19213b2702f,13
5b8bd10a98743838b8a460a6cd9d77e5,5
3a7abe8e8cc9a91e6e761fe0b56a52e5,5
fdcef6de45fe41ae8bac24917d27941c,11
aa31e9ab14eb3d1011560bf9d48c6b32,16
c4b64d29a9d8a93fa63227091a5e0fff,5
04c1cc7dff8e4402eafe8cc786bfc220,6
0d7427c550256da63d7794f40753b0f5,19
9e7b4388d302c479ab373cb4e645818a,4
7695ad5fd342dd21f8d2fd4737efb32f,15
b5023eed137b4b6fbae3e1a61f83da85,16
8b98e3e66723202900b0f6870db3f353,12
4bac10fa24edaa398f46a450b9053daa,11
05e09d38fce3c014ebfa908176b0e44d,6
bf1a5a3479ed8a3f90cccfe89b048b54,7
ac0510cef4841f23b80b1d63c53cf92c,19
ec908f9464f9a336b533e1b81ae0b27f,15
58422adc140a6cccfd86ee0e09307fbf,11
dc9a726cc2cf45dd44b9e53655fad87d,5
faff92b1cb7e0f722a32e8b44c1af939,11
f43b7c2b63c52901e68174801bcb0208,11
d83556a427590734ef9d6a8ffbc6e5be,11
1de58e3dc5042315e4052c27416ae5b1,10
21c13ccc5331302d7f12175d7496e046,2
eeaf747ef4b8245b1111ae0b89e1d370,11
5afd890703cc93fa6bc0ca3d60bdebfe,4
b714afa32f0a4ea920683fdd51f23413,6
2bdcd27c9c0c55c8526a4e56dfb14077,10
93625e9b0f34648837c742220ff228ab,4
c217c6916f1722358cb29dc992930270,4
a6b638b877be0e637f6091e6c72704dc,7
126d6d6126b831ba6ab13b684872e2a9,11
86d89deb1f2df8be8ead80017a5b99e5,4
3d9692d8cc2b8eddbd0090eeb2e2f13a,11
8c544ab6dee3c05f290b764a54175cd2,6
75594a695fa2031256588a79a385c3ef,11
a7808513970cce7383b56341eaebab5f,16
a5ab8d6802e0fd39a3e65faeef9e0bbe,16
212a6f167a0c689014348cc71e20c118,7
5a693b43838fd0f86d47700eac36a26c,11
af97bc59d26ed862db7fc85da056065c,10
9cdef234d397d8767121deb0494e61fa,6
28371cf60d33f6ad9e5169e8a08d6a7d,11
18e287eed71fd3d10c5a218bd6a445d0,11
4958bb1b95561e3a81f5b7fa76985ea2,6
a9e41ecbea5c2f7807a63535ee0df4bb,11
18306941923b261a5d4ec390f314416c,16
65c98ad0ab4e71184c5849d87e5c4fda,11
8d1ff2c09d3b3d7ee7004763176d1db8,6
60f3efad131d959700a09f549462cc01,11
12360c2a58e5212da7e7434ffe76eec1,11
89a9a428bbf4506b1ede2a586a0c0096,6
e5c0542bf225539f76710a0966d38213,12
9aa014331ef275c5d55f69923e2e4e76,11
fe8d4ac6ea48e1b7946845c9097a78f2,7
1b9c14271fe6f55a8d0279cf471a8b80,11
cb3df8aa5a624bb722dac66d51c73fd1,8
6cff3c47b4bc9cdf86e8e42807b205aa,12
139c2826408deb747d5d411667694a48,11
8a2e9adc67669a191718156222925673,3
68cbd358f49b60046c0d7245f6834cc4,5
db0215325955230e136dac993d5119f3,11
90fe31fbbe521c36d397e3e0a05ee09d,11
b9f42782973c1b20304c85e59c011091,11
271086b561f3fda3675aabf7c2833203,14
2c12bd1df08c9d00b6ae3959b3819d6a,12
13f41a93f61cccce1607ac9ecc188660,15
be5a9f73bc64535ead27586cb66817b3,5
4642f902fae6e6e45d5972acb143765e,16
f0af4e6260fdbc0cc965b97d6ee109b3,16
bbb59d7185ba273a1ed9b87637b361b9,11
01e4064d0547e102a7880b79b39d3215,11
98ae6c2048a8d60f32305de4c6674550,7
dd4f8308496f2690adf9c4c393dc8742,1
fa583027c710098de96e7d2c9f66b921,17
aa3c5c6d770340f10475cbf86fadc83c,14
8c384bcc6cce81f71fae9591954d7cc2,5
81d6e067b82871e753ac35416727cd95,11
0767c3e9119bae97e2729021664af9d6,16
25c88d5176b80f826f7fdecd4c07fb5e,1
bcc36cb2565b3d765928f2d292dd8e43,11
0363e2aeaf50d20ba6982a186ce078ef,4
97b3e9f9fba4dd70cb5e8014dea22c11,11
20366c56e7c304c391da75b5918068fe,14
092fc78dada7be9f4d6c7c436629650d,11
29528c8aae96673632f20315e145453d,7
a39a467fdf61be40a56383f6b0480df8,11
7d21596c1ccbd009bb1e0761c767aa4d,7
f4f2527f8f477c99ca2f269301c4e574,11
5159f9ad33ae664057c042ba91b6260a,3
7a3641bc8e7fd99b6db6fda9596f79f1,6
0ae9bd8be161a967f90d21f6662f6bb7,11
43c815671095445befc2d91e8d446db3,11
63974c9f125c8f1caebf0e42b28159c3,11
e2cf166ae4c747869cb5b601752b7a0e,17
909827b42f79c2083d96cd59efe50a04,17
b251bb26929db083ab32442803ddb9c3,14
964858b296600a0061f37f7f09d8a39b,16
b79afaea22d598f3e995398c40ef803c,2
54c8d0f5efee84a3ed096352c5298a77,10
0e423f74c8185cd8dbbd8da5c7ce2cb1,7
008740d075ad25591739d0025c55434c,11
68cb4a77b3030e3fdf32c5d69b07badf,19
9fa2e309dafb3753375373c07dee9296,4
fe6d876b2f148601cfdfd35dc19f76ac,11
c86645dad2735444d07510b40c8e691a,6
0ba8c662aba60e981b90304ffa8e605f,11
b760fd34a24555786228c94e5b7f9aa7,2
620d26f96304741b0694f7a8cd872639,12
4e94e375db1dd378aef8058b3437f3bf,6
772fe1f4488e6c234b001a4b6eab901b,11
29609f60e14ffd93d73ebff8e8211896,13
ebb8c991e3361375297bc360596afdb1,7
2593ca7b56705d68cd270c9eb193d262,17
6a13719f13564f36c2ecfa5211290c7b,11
1b87bf6c94d6910e8b0441d8cd2577f5,19
d5306109550385e96d57e7ef704821c2,12
9c86bb43cdee3ff7bdde8608a60d3f5d,11
b330ae1d9b0f71475aba74f55cd31984,11
88603adf79e5bfad62345df03e8652c5,6
c5f13d8dc28fd3ceffccdf17a12890d1,0
cd1f24f26e9c956d60c0ccf1560752e5,11
7fb1bfe739fe94a4f2496f8b1bc1a20c,11
2d8148023dd8b67e07512c5e2de72d42,5
389ad3c0f6335e7f600da567d2dcbc6c,15
82c903e25ac0e5385ff36391b6b3245b,12
0c36ddacaa65d73894dd86b2f86372f7,11
cb14ed431b6d6c02f010f2324c71bfbd,11
9cda2c841df2b43e4ec9cf3b0c52712d,6
8871637abc0ef3c018289a5f8dd9f8d9,12
2f2d89a585182e94036634dc60b09634,11
c7c617e4ac25d18a95957b6282f58c74,19
06ca744e9c5290929c3badc9bae31a61,3
7917b6d09f8e62a55ba9d9895388b022,3
507a53c20a75b5d2979f3c7b5ba005f1,11
ec6bd2dc6751e45b2bbf3181d59effee,12
668e11e4d4f5bb71d2ba98cfdda3350e,11
2a18c5f0eba1ea95e01c6eed41495427,6
fb2a42a42684296fc94efeeeed6a42e3,19
90f018be59efaceb00e0e8c8ef52be5d,6
84a2d4edc0c6e7c23c7d9d312643b7d6,19
6f0dee1db9f289ea1b3a544b736c4854,5
1a84ffcadd55863cb75ff284325ed021,7
9ca313d8c1d9e65f3ae5fc640fc09a17,11
8aa4874300df881d3b9dc2d438d89801,6
4cd2cf1dcb37c43e9583039165f8e3c5,11
5b2e545a955aed8030df026647157243,11
c71bcc6a829a01e3561f6a7b44e6dc05,3
32a54dc82bb84648491bdf62674601d8,11
9e5f3f54e2540a9684216314b36a2829,17
c173dcfa326000f2920261a4a6c87e37,11
445a4050143a1ab9464c47c124c2184d,11
e50158b92efcaac6c39f0ef9a46cc427,19
69c7b76ab3d7f5a36ee7a6664dc01edb,11
61dd6dc34638793db5626ecd9d2584f8,17
641545f172b8cbb8d32c9b0846ff041e,17
6f114b0ed6c63ff4590af506a457bc90,11
ca0e8f4154c40f61d89290f26696cd36,10
47b9cb4e64988c87c8fcf57c57e8e8ea,19
5445a5f7e24c9aa458a7326fcfc1ff6e,16
d6d1fa567ea46d8abb64e1f43d049822,6
b9b7b0aaa8bcf2ba3b59ec1d9eadc6bf,11
7365e204b9ecb7ed61036c2a2fd6517d,5
c681a0b4776ccaba42f110fdb4da00e0,11
eb96c46009970877bb42604280140977,8
86cca12bf0f1ec9a3062cc9836dc5b0e,1
4fc960558fd7ee529efa4048db0223a8,19
61d224f3a6b0fe42eff572261fef6322,7
1f46b929369a5d9ff5a47fa7a1a85c2a,5
8f15490e3c6826628a07666c544a4215,11
8766790e0f9742ada01ffa100338d5a4,19
7209ec7b06032754bf29f804cb1d4834,19
21bf5e077cb4d27421da56e402d5ccac,11
f9c1753b0c5a61bded39ae4dc9c2f006,1
05c0b482d3f4bbe88f5988fe519a6d65,19
e6a39886cf4f372ca378be5190b8d13c,16
241588a18909519fce69b2a867319623,6
0d7b93c204fcdef0fa0b6c14643e49a4,6
7be510b016540ae70682c20cc2645d79,11
6e89eb37f54bc2eb14fbe43b5309d705,12
899574cad9ea13cdc6274bab448e343c,11
ffd640597411a7489fefbe44c24adccb,6
cb63d2d8183077560bf188a6176ecff8,10
9418f128ada8b7eee393f4f6f5eab02d,19
98eccf91fc56498aaa3f0df216f0d35e,7
c6f749c629d63a3ab83619c68856d71d,2
c554f9b00a03eb3d65948a4906018d8d,11
85f1f26dbb795459ba42a21c79a5af19,5
53a4e1e352bc3f325a22bba696939793,11
bdee88196c2578941ae0bc313c97e53e,6
cc9f7f099ee23449ed808c8c99895944,14
7eef644476a16a6149d6419ca79b5600,12
37e6f580fce72e52206a2467a3197f00,11
f85601aa59870cacaaf37741260c5f1f,3
268798e23610f9eff0e01f3d0373d5e8,11
27bf7f81fe49c8820a16a67b72e222ec,11
6b2c30f3d4981549bcd1eab1540f3689,11
8e781b7777af310ae94d648fc95a824e,11
207cdae6d1275a7f00769dc2663c04fb,0
8ad5cb51b52a0b3c043886b7292b8d61,3
21bf0010db33803f693f5297d107e354,4
fc6a175f70f4e041d6219d158f4e32c6,16
fdccd6be096cbea8b0ab1469b770d6b8,11
b93632ce526c9207c30684362a0e323c,11
35ef5640bc283658954aef1f2fd48647,11
0287e842c0eaffef980be571a29bbed7,11
ad8fedc7fc034b8bd4ce939266f8c451,17
a391cff75e7197ab487385d0af95d25f,8
2cdf5061fcc50d016d29ad19e91ef8e8,11
604d5a2b3c044da104a1e4ebf7c9288d,6
04f04b022aff99758b90135156a7fa03,11
9693d0bb6d265c3e5a6e3591b675e990,11
13d1b2652b5718b590477c150444a736,5
9b84261fc1062ec1157d9fe4bb16a3ef,6
48e00e1ced9a0c89003cc737660aad64,14
12800cde27ddc7aafb9ba59928a341b1,6
7054d10c498b4c5ff7a33f450c03127f,15
8878c02e864ce75e9c1454831ca95acf,4
7f620ca00bd87e3f38c652477ff0f2d4,11
db3778be088b983db4231f06b307ac61,11
0406ce3e4f5823b370c015a51455be1d,4
bc4bdde7bdb7d17f63f3bcc9a59ae0a4,5
122112e9fe6694e85bac2a0d364fc795,11
32f560d62f2614ccb6ced8b4fbacf7c3,5
5826d7bcc77d4388266132047ee31cd3,11
6af782db8f32831bcea39172ed0d4f48,17
ddac635ff19a630baeba4b2b9d1b0e93,6
96f8cd7fcc7da07774747da6ab5b3992,17
16da31f3b9d32fe5cfd4f9ad3a140de5,11
e09d029cd3b7cc92b8808147ff102811,11
b286a73a966751e8c5117933d963a79c,11
07d04c31bf58c3ba6e8c1b738eb3b307,6
29b0c8f879ae66636a2c80301bb55fd7,11
e7fa193d29b5a126c55a5359fe81552d,11
4f3dce3247693dfce3cf2eb7a1250294,11
c8d5131f356c64d5d20410edf5825e87,5
f05094c4dcc736caec5bd58f39e44206,12
982ddde576b61df7a3d7051b8a14dc74,11
554e9fb098585e9f411b8cfc7d438725,10
ecf92a5c4ce4090a84b9bcb45707cf90,11
df61d6bd5040217ee8dc48169a80b455,16
cdc8a793e2a11aae1b0aee5852c3e8b0,10
d4edcd1f961f67a5f2a0095da1a6cc2d,11
f4c9e1007b1016a2296e7a77cd30bbbd,11
51001c77e923a62482ccefe0314caa1e,11
4ff2eadc407c76f7dfbaacf0bb11c0f8,11
c8c387ff1bb82869c36d24433f4e82b2,7
050dfd22ce01780bdb6e771b46ddf77a,11
7733e10a010246916622eadfac56ff40,4
c45835fa5aafbdb487954e95cef6db59,6
2db8381f0034c55a7522f361a12a2401,11
c134c71747d4a3ade2ceaf4cb412a0f2,11
73c6bbe4c27e3f4ad1cc69960318ed13,14
32d7824979c7a4494d09ab484a06ef91,11
46425d6efed40062f6b034b119c363d6,15
a26a18f42cd60588ad4ad53a24171df3,4
15453cdf86eff67b2491c1c621c1e47d,11
bd5984a797c98a68ace403f24ede6f0d,12
11e9488713e0ab86ef3a7769a7a12526,11
7864fd60d9c2db2d02d699035e636e07,19
946c99a675429a1299b0c7b4e27278d3,11
fb3f391d1bb14a614679ed2d4df2b3f8,2
46e03051ef217cfdcbccc6d36cfe6dea,11
a2d81267e4b550ded09cce506e1999f7,5
9d575da33bbd66daa8d875fe9972a22c,8
254c300e5cf77cee2fe22cc305f545c2,6
a031acb75fbb15e4303f0d449f1c0ce5,19
652a013d5a74ec2b80d195f452b90502,11
1fbacd41f3ad951721db16d2a8d861fe,13
564c1df0e098bc57c33faef27ea614f9,19
503b3ea042e2d5eed487a88c084594ad,2
a5e058bd0c1dff499d9391acd1739dec,6
e063c6a1e49f8dd1d12dc8e8982f8799,12
a6ccb1c11e374eff1e1051c4dee01c6c,11
88edc92f5bb130b132f4214407249715,5
9790a1178ce55de89305bafe92d810b9,11
f8378342eaf2a637dace59343326ae3b,11
2022394b804e41d054bdf74c9ab8aadf,4
a6ca225a5e935635a329b5f6eddec746,9
b748fd5f6f61ea52f1eb1ba2a833744e,11
0bc6fbc6575b20e57a406de5b37eb698,6
c3893943928c7db1e32a1d9c5bfb13af,11
ee41be5fd18bd2b373ae9321d137fc70,12
5437371f434ef2ff29d64f85ce9569a7,11
2090892a2fcbde4aa1c180473ea7c3e1,11
554581b7f6c7a3bf5c919d105aed5e24,11
665c1790596d1e18fa4b4a117eeb1b3d,6
86e905188b44a2ec8df017e04dbf043f,16
1a9db3c394d97ec215e5297ac816acc1,3
cd5ca7a4e143fe7f570962f824d08713,5
649465491ccf79224c432ae805109547,6
697ff1d5a5412fe403f52e0234c459f7,11
f81cdf37169bbd5f507746a019703a5b,11
6252bd7f886adcf33fdb973250d6da1f,4
e3458104a1ed0a19c62c30ca6e29fe6c,11
3774b737c2df4d67b1a1c67a7a85547a,11
be31717690d278dd3f2705e675cc7bee,12
87190b5f931f3aa35d5a49a0b43a9baf,4
7f739e49398c16c4c3d7ad04bd58e84b,6
c05db3d7220b2ab12128f1c52e482033,11
eef009a8221a1ec92aa3d4b22535f703,17
94ad2b674989bbb0743b14c2ab00e305,11
8fdbfd4af19f4e1479983f77315e89b7,5
d5a4acbf914a29d509dc539f10cc32fc,11
0cbd905e21f03029192a8f244cfeb720,11
d80947650874770d10e38c459bb973e6,12
1d208951f4671df360da60464ff57e7c,19
9d8945efa6c7327d4ab52657852df68a,16
558e40a0aa363e4fcb96053349218764,16
6c5b2a32b83df90c76a911e5c184d4b6,11
39ee6fed15aa3de1d3b566c053400bcd,11
f48bdaaa324588fb7539206cd81d431d,0
0f72f4d91800e891dd67acae7d330812,7
656d0a934252fe3aca316960424aa770,11
bf99f0a03a1691c6d7b279b430ad236a,11
860fe9d5b21d08e6a53f0a8b71edbc22,10
5e2df03d08f765f5bde053ad66e749b5,16
5d1a00bc490422d05a8edd2b913ea154,14
5617a9bc34e85f6ab64ff9cd9ba0a10d,11
b036288a5de7e80fcadfcf3a9b738bb7,0
d1995dea9839e89ba935a5184c12a7d7,5
41d3f2e459665722fc80b839c67cfe36,17
70b7ece29c0be4e7761baeae816b9e2d,11
c9b569105aa6da5bc410863d3d05cc87,2
28127bb83e0fd1e8b004da3058609cf1,12
b0ea75566f5bd84817bbd8e0e9a3fd39,1
1212645a59f560767bb5fcfee553e8fa,11
b5754bc9bb8a0207b04103970516a882,19
c9a3f165d77ab90a4f7c9d9499e0b64a,11
b060b07449d42f21398418477b3e0a63,5
bf78b8d581e6c71ade54537c0527feaf,1
7b9a3fc23aa7f01ce82fc01a77980c9b,19
0610dedda1e61afd898d7c50f559a9f3,11
e5e44080079d6faee82c50dc615eeed0,13
70c09ea98d2db8da53953a1a1d80038e,16
135f57d5a36aeb7b30bd9ba6a2b4e33e,6
4df88aa5baeee57cb6a84ef0a00924e1,5
1fd5144b3a13ca912f167349d5b30d3d,12
b5a55a0b8fbe08b1d95cfc79c7099abe,11
ceb088e72765734ea84953b3c4fbeb24,11
f5e078306b396ed878200c022e1f96da,11
cae59e839c4b6e105ff6c7d03867bee6,8
1699732e7677222494429c923f662edd,11
36ec301f8b8e1c7821e3d409179a03f0,11
52f52dc9cf7839d5119cdd9e39241575,16
4d6fc0f7cdfc7651cbb9e31e1bdbfe65,11
1b745ab6164f21093f0c3335e12f8cc2,11
05591cb936c027618f664b2cb05874d0,7
3b1b0829e43d4b5f9e384b28aedd5d48,11
9c81b83a24422ab01c034e784d84d811,16
8a5160a833b111a2de4cba0dd250e78a,11
bb8c47b62ca3223f363e7c725a52544a,12
812ed8a3e5a70d63016938498dcc50ee,11
8b34f1d5b44da7c708a3517641b5a611,12
6c76235f46d132686f8083d00b6d3c92,11
75936c4909c84b1bdc63980057ffb878,11
69f42f74ed966fc15c6a5e0d85a24402,11
a10a39e26658c204d67859eee8ab0295,11
d23c65201890bcbe9cccc50c54ed8d25,12
f187dd035a2f6017d335e174d8b73787,11
8408aa297c33a82285e533a6c07c07fe,12
ab0ee448fabff42362a085d823d43e68,5
2503299e3ea35ae7792001ec137887fe,15
eb401f7bcfe56523a8d862dadb579ef9,19
1d1cab83326983cf3bceb7cc3ff9ae84,11
c695dae8902246d702383eabff5009bd,11
9bb3ef07ce61d213d9f205bebcadcbe5,7
ecbdc5d2204da79157eb8baad75bdd71,11
5eba6cb7aac8bf1dfb981076b5a1b98d,12
46f779646570a1e44f228044d18bdbc1,11
d75e5a2e93ed2b091c46eef31d7df802,11
feaa57ffd702912d1d97b449e6106686,6
1afb7036931d6a161cbd9710afc86551,7
002725ac9a8f70a7e270bdbedf135034,13
86185bc7e54d2b830611e6610881ea0d,11
38736ea8389c7ae6947e11194bd75907,11
3eb35f5efb6c1474cbd848696e6c9a31,7
ecb85e5572bb0c34718c75b5bb0e7b72,11
e889296b64591ee2fa6a840a936c991d,1
cf67719aed8fb660bf97073f0bb6e436,19
6708e395e655e8ba451b12d258db91db,15
f6782343536f97a5fb0bf77ccda84e18,3
60f7b2e702cf54f3d1e910410b783bd4,16
e9ea04664ac0e611768a4381ff64fb7b,10
6ee60a8627f4db9341346cc41a8f0a51,6
4ac07b37b4bd56fdb4eb32b34a7835e2,19
54e07af44ef84040426fdc7bc597a59a,11
72c5245884c1b45b69e6a5b1d16dadc8,11
d7c0fc28f42101d412a44152a84782a1,0
257b005c873edd2ecce5dfe105a7b3ea,19
7f613bc9967da89e12554fece20bb13e,11
4aa0902be70c4a6a333c8dea5bc2aa6d,19
b2b40a035da7927f9990f2c0da77b828,19
e078aa89e4e1403b7942adc6985c146e,11
4d85ed0db61b014734780793994ba46c,19
9406bdbc9fd30891099eef67dca09e5a,0
f5934786bcdf75cd19e70694415bae36,7
2801e85f5cf6f5c23c5368665dd23821,14
4fdf9a238ebe12f202164763e2a99896,16
efdce891174092cc68ec8f022bb32b99,11
6e4fb7ba0a6a77e60be293c555d83418,11
e357added2ef820ea06b182fcd401788,4
75579db1ccf1122b0068f2f14bdc4d22,11
60ed67739317f1d8f9b23ed5272276b5,15
b7e97fe508b593a808c9c76cb53f7c6e,11
ab3bb71b08ed4874ae8608281bef7c24,11
9b61792bf17219f3ec756e64c39918d4,11
73c1c6f405fa938c12f894814ada321f,19
3cccc048bf4ace67eb226a97298b2995,14
b53fcbfcb5cdcf1a9efae936d0cf4d33,11
c65e924a672dfaad994788837264ecfa,4
64a0cdda851f5bd7c67a4feefd2cbe08,12
6a21d1ca1ca7be2dc9ea4e4b0537198e,2
7bbec52b0b7ad0d7258614c4c43bfad3,5
ddb1d7e142872c14bd0f275b9693cc2a,11
527879e8890dbacc2a5904a9273e648a,15
b3f6b92a3918a489283bfdb1ccf01bf8,11
2cd353abd80139cd8cb8f5ef9a1c6809,11
ce8a8ba75a79e249282f8cc39d95ecab,16
3e8ace066dc61a99f72d8c1fb834ce3d,5
25c3f27a7f0255351268c3d76daaa975,19
abd7ee61f1d6eaf0307f98a70c136fa6,11
c3b3b464ed6d1ca270756140e84123ab,10
d083e9c4ce185172b4262d615e2ad133,17
3fe9ac8c2da84c9e43e136032d0df415,19
e0d46eac41f285ec113abd55cf785ecd,6
6135fa3840621a90acd04cfb1a626a9d,5
2327f60cc4fb8eea184779fd74438af5,15
400955b4792b31ef6b3fb010dfff320b,10
b31858a9b89dc23e8b31e0d2a13e8578,11
90e02d83b584128621e65bd2b79f222d,12
f8160807386c7f49e7eade9ccf667dbb,19
6c345808f0e9d8b41ff62a2d7726a372,11
b14e175c49ab30aca36862f8671a4473,6
a860a4dac9571f580fee178181e4efca,7
